ticker,date,open_price,price_pct_change
AAVE,2021-04-06,397.65,-1.4082761014553857
AAVE,2021-04-07,383.09,-3.661511379353699
AAVE,2021-04-08,348.93,-8.916964681928519
AAVE,2021-04-09,371.03,6.333648582810292
AAVE,2021-04-10,358.87,-3.2773630164676604
AAVE,2021-04-11,367.23,2.3295343717780748
AAVE,2021-04-12,372.11,1.3288674672548462
AAVE,2021-04-13,397.51,6.8259385665528916
AAVE,2021-04-14,398.89,0.3471610777087353
AAVE,2021-04-15,429.07,7.565995637895151
AAVE,2021-04-16,466.76,8.784114480154749
AAVE,2021-04-17,442.13,-5.276801782500639
AAVE,2021-04-18,426.25,-3.591703797525614
AAVE,2021-04-19,381.97,-10.388269794721406
AAVE,2021-04-20,344.3,-9.862031049558873
AAVE,2021-04-21,360.99,4.847516700551835
AAVE,2021-04-22,351.26,-2.6953655225906537
AAVE,2021-04-23,360.91,2.7472527472527597
AAVE,2021-04-24,343.76,-4.751877199301779
AAVE,2021-04-25,318.01,-7.49069117989295
AAVE,2021-04-26,348.76,9.66950724819975
AAVE,2021-04-27,405.63,16.306342470466806
AAVE,2021-04-28,441.01,8.722234548726671
AAVE,2021-04-29,461.36,4.614407836557
AAVE,2021-04-30,438.93,-4.861713195769035
AAVE,2021-05-01,444.66,1.305447337844301
AAVE,2021-05-02,505.24,13.623892412180094
AAVE,2021-05-03,483.25,-4.352386984403456
AAVE,2021-05-04,517.8,7.149508535954463
AAVE,2021-05-05,448.49,-13.385477018153713
AAVE,2021-05-06,481.02,7.253227496711179
AAVE,2021-05-07,453.37,-5.748201737973469
AAVE,2021-05-08,445.57,-1.7204490813243045
AAVE,2021-05-09,466.56,4.710819848733094
AAVE,2021-05-10,459.8,-1.4489026063100097
AAVE,2021-05-11,433.44,-5.732927359721618
AAVE,2021-05-12,457.68,5.592469545957912
AAVE,2021-05-13,506.83,10.738944240517379
AAVE,2021-05-14,509.33,0.49326204052639877
AAVE,2021-05-15,595.35,16.888853984646502
AAVE,2021-05-16,517.09,-13.145208700764254
AAVE,2021-05-17,528.24,2.156297743139479
AAVE,2021-05-18,573.43,8.554823565046178
AAVE,2021-05-19,629.04,9.697783513244861
AAVE,2021-05-20,411.9,-34.519267455169775
AAVE,2021-05-21,467.82,13.576110706482169
AAVE,2021-05-22,373.35,-20.193664229831974
AAVE,2021-05-23,335.01,-10.269184411410215
AAVE,2021-05-24,293.56,-12.37276499208978
AAVE,2021-05-25,386.07,31.513148930371983
AAVE,2021-05-26,370.88,-3.9345196466961996
AAVE,2021-05-27,414.98,11.890638481449534
AAVE,2021-05-28,371.16,-10.559545038315099
AAVE,2021-05-29,319.84,-13.82692100441859
AAVE,2021-05-30,297.66,-6.934717358679321
AAVE,2021-05-31,324.58,9.043875562722548
AAVE,2021-06-01,382.46,17.832275556103273
AAVE,2021-06-02,372.85,-2.512681064686495
AAVE,2021-06-03,384.33,3.0789861874748414
AAVE,2021-06-04,398.29,3.632295163010957
AAVE,2021-06-05,373.43,-6.241683195661452
AAVE,2021-06-06,356.24,-4.603272366976407
AAVE,2021-06-07,365.38,2.565686054345373
AAVE,2021-06-08,334.89,-8.344736986151402
AAVE,2021-06-09,329.82,-1.5139299471468193
AAVE,2021-06-10,338.7,2.6923776605421113
AAVE,2021-06-11,310.52,-8.32004723944494
AAVE,2021-06-12,285.27,-8.131521319077672
AAVE,2021-06-13,278.32,-2.436288428506328
AAVE,2021-06-14,316.58,13.746766312158654
AAVE,2021-06-15,318.01,0.4517025712300171
AAVE,2021-06-16,311.91,-1.9181786736266027
AAVE,2021-06-17,290.49,-6.8673655862268035
AAVE,2021-06-18,293.15,0.9156941719164147
AAVE,2021-06-19,265.34,-9.486610950025586
AAVE,2021-06-20,255.1,-3.8591995176000538
AAVE,2021-06-21,272.73,6.911015288122324
AAVE,2021-06-22,212.6,-22.047446192204756
AAVE,2021-06-23,206.1,-3.057384760112891
AAVE,2021-06-24,207.65,0.7520621057738985
AAVE,2021-06-25,211.03,1.6277389838670775
AAVE,2021-06-26,186.94,-11.415438563237457
AAVE,2021-06-27,187.34,0.2139723975607133
AAVE,2021-06-28,202.97,8.343119461940862
AAVE,2021-06-29,227.29,11.982066315218987
AAVE,2021-06-30,238.17,4.786836200448774
AAVE,2021-07-01,250.93,5.357517739429829
AAVE,2021-07-02,230.33,-8.209460805802415
AAVE,2021-07-03,234.11,1.641123605262007
AAVE,2021-07-04,259.4,10.802614155738732
AAVE,2021-07-05,277.04,6.80030840400927
AAVE,2021-07-06,308.06,11.196939070170364
AAVE,2021-07-07,316.49,2.736479906511713
AAVE,2021-07-08,314.79,-0.5371417738317175
AAVE,2021-07-09,291.1,-7.525652021982909
AAVE,2021-07-10,302.96,4.07420130539331
AAVE,2021-07-11,294.73,-2.7165302350145137
AAVE,2021-07-12,304.76,3.4031147151630137
AAVE,2021-07-13,296.91,-2.575797348733422
AAVE,2021-07-14,271.21,-8.655821629450012
AAVE,2021-07-15,279.29,2.9792411784226314
AAVE,2021-07-16,272.03,-2.599448601811749
AAVE,2021-07-17,253.47,-6.822776899606653
AAVE,2021-07-18,253.34,-0.05128812088215362
AAVE,2021-07-19,254.13,0.31183389910791615
AAVE,2021-07-20,238.51,-6.14646047298627
AAVE,2021-07-21,223.1,-6.460945033751209
AAVE,2021-07-22,259.1,16.136261766024205
AAVE,2021-07-23,278.65,7.545349285989955
AAVE,2021-07-24,289.82,4.00861295532029
AAVE,2021-07-25,287.93,-0.6521289075978154
AAVE,2021-07-26,288.3,0.1285034557010345
AAVE,2021-07-27,302.56,4.946236559139772
AAVE,2021-07-28,299.98,-0.8527234267583284
AAVE,2021-07-29,297.76,-0.7400493366224503
AAVE,2021-07-30,311.97,4.772299838796368
AAVE,2021-07-31,320.51,2.7374427028239667
AAVE,2021-08-01,331.2,3.335309350722282
AAVE,2021-08-02,316.72,-4.371980676328491
AAVE,2021-08-03,320.49,1.1903258398585415
AAVE,2021-08-04,308.36,-3.7848294798589643
AAVE,2021-08-05,338.94,9.916980153067833
AAVE,2021-08-06,372.99,10.046025845282358
AAVE,2021-08-07,369.62,-0.9035094774658803
AAVE,2021-08-08,385.02,4.166441209891225
AAVE,2021-08-09,360.79,-6.293179575086993
AAVE,2021-08-10,374.09,3.6863549433188147
AAVE,2021-08-11,384.05,2.662460905129782
AAVE,2021-08-12,406.39,5.81695091784924
AAVE,2021-08-13,392.66,-3.378528014960991
AAVE,2021-08-14,427.48,8.867722711760816
AAVE,2021-08-15,414.81,-2.9638813511743245
AAVE,2021-08-16,410.73,-0.9835828451580153
AAVE,2021-08-17,413.43,0.6573661529471808
AAVE,2021-08-18,381.12,-7.815107757056817
AAVE,2021-08-19,380.26,-0.22565071368597645
AAVE,2021-08-20,405.07,6.524483248303792
AAVE,2021-08-21,408.91,0.9479842990100629
AAVE,2021-08-22,400.33,-2.098261231077758
AAVE,2021-08-23,401.49,0.2897609472185536
AAVE,2021-08-24,408.39,1.7185982216244344
AAVE,2021-08-25,378.34,-7.358162540708635
AAVE,2021-08-26,384.11,1.5250832584448037
AAVE,2021-08-27,351.06,-8.604306058160427
AAVE,2021-08-28,373.09,6.275280578818432
AAVE,2021-08-29,367.26,-1.5626256399260186
AAVE,2021-08-30,364.04,-0.876763056145502
AAVE,2021-08-31,357.62,-1.7635424678606793
AAVE,2021-09-01,391.83,9.566019797550474
AAVE,2021-09-02,413.41,5.507490493326195
AAVE,2021-09-03,399.89,-3.2703611426912804
AAVE,2021-09-04,394.98,-1.2278376553552128
AAVE,2021-09-05,397.66,0.6785153678667388
AAVE,2021-09-06,416.8,4.813156968264343
AAVE,2021-09-07,408.96,-1.8809980806142157
AAVE,2021-09-08,345.55,-15.505183881064156
AAVE,2021-09-09,330.34,-4.401678483576921
AAVE,2021-09-10,330.0,-0.10292425985347631
AAVE,2021-09-11,312.02,-5.448484848484858
AAVE,2021-09-12,328.58,5.307352092814566
AAVE,2021-09-13,333.34,1.4486578610992673
AAVE,2021-09-14,330.79,-0.7649847003059818
AAVE,2021-09-15,384.25,16.161310801414785
AAVE,2021-09-16,415.14,8.039037085230971
AAVE,2021-09-17,384.29,-7.43122801946331
AAVE,2021-09-18,354.02,-7.876863826797475
AAVE,2021-09-19,355.37,0.3813343878876996
AAVE,2021-09-20,340.08,-4.302557897402714
AAVE,2021-09-21,290.14,-14.684780051752533
AAVE,2021-09-22,271.43,-6.448611015371886
AAVE,2021-09-23,301.88,11.218362008621007
AAVE,2021-09-24,309.16,2.4115542599708606
AAVE,2021-09-25,281.06,-9.089144779402258
AAVE,2021-09-26,274.6,-2.2984416138902675
AAVE,2021-09-27,294.07,7.0903131828113475
AAVE,2021-09-28,273.43,-7.018737035399736
AAVE,2021-09-29,260.91,-4.578868448963169
AAVE,2021-09-30,265.02,1.5752558353455015
AAVE,2021-10-01,276.48,4.3242019470228765
AAVE,2021-10-02,302.51,9.414785879629628
AAVE,2021-10-03,314.18,3.857723711612837
AAVE,2021-10-04,310.68,-1.114011076452992
AAVE,2021-10-05,300.71,-3.209089738637838
AAVE,2021-10-06,307.87,2.381031558644553
AAVE,2021-10-07,311.85,1.2927534348913472
AAVE,2021-10-08,305.74,-1.959275292608631
AAVE,2021-10-09,307.17,0.4677176686073148
AAVE,2021-10-10,307.11,-0.01953315753491225
AAVE,2021-10-11,288.32,-6.11832893751425
AAVE,2021-10-12,290.61,0.7942563817980197
AAVE,2021-10-13,283.94,-2.295172223942743
AAVE,2021-10-14,297.32,4.712263154187513
AAVE,2021-10-15,303.52,2.08529530472219
AAVE,2021-10-16,301.43,-0.6885872430152817
AAVE,2021-10-17,304.57,1.0417012241648038
AAVE,2021-10-18,304.48,-0.02954985717568137
AAVE,2021-10-19,294.06,-3.4222280609563893
AAVE,2021-10-20,303.59,3.24083520369991
AAVE,2021-10-21,316.25,4.170097829309283
AAVE,2021-10-22,314.93,-0.417391304347825
AAVE,2021-10-23,310.11,-1.5304988410122844
AAVE,2021-10-24,323.98,4.4726064944697
AAVE,2021-10-25,307.78,-5.000308661028474
AAVE,2021-10-26,312.94,1.6765221911755335
AAVE,2021-10-27,329.05,5.147951684028884
AAVE,2021-10-28,324.69,-1.3250265917033932
AAVE,2021-10-29,338.97,4.398041208537373
AAVE,2021-10-30,327.87,-3.2746260731038257
AAVE,2021-10-31,318.95,-2.7205904779333268
AAVE,2021-11-01,314.48,-1.4014735852014293
AAVE,2021-11-02,324.38,3.148053930297623
AAVE,2021-11-03,324.72,0.10481534003330406
AAVE,2021-11-04,324.47,-0.07698940625769923
AAVE,2021-11-05,333.29,2.718279039664684
AAVE,2021-11-06,327.07,-1.8662426115395037
AAVE,2021-11-07,318.41,-2.6477512459106567
AAVE,2021-11-08,320.14,0.5433246443264927
AAVE,2021-11-09,332.48,3.8545636284125884
AAVE,2021-11-10,336.5,1.2090952839268532
AAVE,2021-11-11,312.68,-7.078751857355126
AAVE,2021-11-12,312.22,-0.14711526160930966
AAVE,2021-11-13,308.52,-1.185061815386601
AAVE,2021-11-14,312.54,1.3029949436017318
AAVE,2021-11-15,315.2,0.8510910603442667
AAVE,2021-11-16,301.63,-4.30520304568528
AAVE,2021-11-17,278.18,-7.774425620793679
AAVE,2021-11-18,284.7,2.3438061686677614
AAVE,2021-11-19,262.73,-7.716894977168942
AAVE,2021-11-20,279.35,6.325885890457883
AAVE,2021-11-21,274.35,-1.7898693395382081
AAVE,2021-11-22,266.87,-2.726444322945154
AAVE,2021-11-23,263.86,-1.127889983887287
AAVE,2021-11-24,269.92,2.2966724778291425
AAVE,2021-11-25,255.272,-5.426793123888574
AAVE,2021-11-26,263.47,3.2114763859726336
AAVE,2021-11-27,233.651,-11.31779709264813
AAVE,2021-11-28,234.172,0.22298214002935968
AAVE,2021-11-29,233.624,-0.2340160224108767
AAVE,2021-11-30,249.77,6.91110502345651
AAVE,2021-12-01,257.16,2.958722024262328
AAVE,2021-12-02,251.28,-2.286514232384518
AAVE,2021-12-03,245.797,-2.1820280165552375
AAVE,2021-12-04,225.46,-8.273900820595859
AAVE,2021-12-05,201.274,-10.727401756409128
AAVE,2021-12-06,192.0,-4.607649274123826
AAVE,2021-12-07,186.381,-2.926562499999996
AAVE,2021-12-08,184.077,-1.2361775073639447
AAVE,2021-12-09,195.18,6.03171498883619
AAVE,2021-12-10,179.59,-7.987498719131059
AAVE,2021-12-11,171.11,-4.721866473634384
AAVE,2021-12-12,178.0,4.0266495236982
AAVE,2021-12-13,180.35,1.3202247191011152
AAVE,2021-12-14,163.52,-9.331854726919875
AAVE,2021-12-15,168.76,3.204500978473579
AAVE,2021-12-16,172.503,2.2179426404361102
AAVE,2021-12-17,176.853,2.521695274864788
AAVE,2021-12-18,176.07,-0.44274058116063886
AAVE,2021-12-19,193.377,9.82961322201399
AAVE,2021-12-20,186.893,-3.3530357798497334
AAVE,2021-12-21,179.172,-4.131240870444586
AAVE,2021-12-22,185.474,3.5172906480923416
AAVE,2021-12-23,209.484,12.945210649471095
AAVE,2021-12-24,243.998,16.47572129613717
AAVE,2021-12-25,270.162,10.723038713432075
AAVE,2021-12-26,262.505,-2.8342253906915027
AAVE,2021-12-27,272.036,3.6307879849907687
AAVE,2021-12-28,280.884,3.252510697113631
AAVE,2021-12-29,255.851,-8.912219991170733
AAVE,2021-12-30,243.349,-4.886437809506317
AAVE,2021-12-31,262.753,7.9737331979995885
AAVE,2022-01-01,256.926,-2.2176721103089214
AAVE,2022-01-02,261.552,1.8005184372154037
AAVE,2022-01-03,267.153,2.1414479721049817
AAVE,2022-01-04,270.527,1.2629467009541262
AAVE,2022-01-05,255.649,-5.49963589586252
AAVE,2022-01-06,229.177,-10.35482243231931
AAVE,2022-01-07,223.8,-2.346221479467825
AAVE,2022-01-08,208.879,-6.667113494191246
AAVE,2022-01-09,216.2,3.504899966009023
AAVE,2022-01-10,213.6,-1.2025901942645634
AAVE,2022-01-11,198.3,-7.162921348314599
AAVE,2022-01-12,212.7,7.261724659606639
AAVE,2022-01-13,217.687,2.344616831217694
AAVE,2022-01-14,210.984,-3.079191683472138
AAVE,2022-01-15,224.567,6.437928942479054
AAVE,2022-01-16,238.419,6.168315024024018
AAVE,2022-01-17,239.296,0.3678398114244086
AAVE,2022-01-18,224.99,-5.978369884995982
AAVE,2022-01-19,234.07,4.03573492155207
AAVE,2022-01-20,214.164,-8.50429358738839
AAVE,2022-01-21,202.74,-5.334229842550564
AAVE,2022-01-22,169.734,-16.27996448653448
AAVE,2022-01-23,143.843,-15.253867816701439
AAVE,2022-01-24,150.53,4.648818503507313
AAVE,2022-01-25,149.145,-0.9200823756061904
AAVE,2022-01-26,150.075,0.6235542592778698
AAVE,2022-01-27,145.787,-2.8572380476428294
AAVE,2022-01-28,141.671,-2.8232970017902925
AAVE,2022-01-29,147.63,4.206224280198501
AAVE,2022-01-30,154.546,4.684684684684681
AAVE,2022-01-31,147.559,-4.520984043585729
AAVE,2022-02-01,157.178,6.518748432830268
AAVE,2022-02-02,163.498,4.020918958123909
AAVE,2022-02-03,152.537,-6.7040575419882735
AAVE,2022-02-04,151.276,-0.8266846732268185
AAVE,2022-02-05,164.732,8.89499986779132
AAVE,2022-02-06,167.701,1.8023213461865195
AAVE,2022-02-07,167.267,-0.25879392490205655
AAVE,2022-02-08,182.628,9.18352095751105
AAVE,2022-02-09,183.765,0.6225770418555765
AAVE,2022-02-10,188.789,2.7339264821919285
AAVE,2022-02-11,179.225,-5.065973123434098
AAVE,2022-02-12,161.248,-10.030408704142834
AAVE,2022-02-13,163.182,1.199394721174829
AAVE,2022-02-14,159.896,-2.0137024916963897
AAVE,2022-02-15,158.395,-0.9387351778656017
AAVE,2022-02-16,168.701,6.5065185138419634
AAVE,2022-02-17,172.403,2.19441497086561
AAVE,2022-02-18,154.308,-10.495757034390351
AAVE,2022-02-19,144.787,-6.170127277911696
AAVE,2022-02-20,145.358,0.39437242293851593
AAVE,2022-02-21,140.07,-3.6379146658594763
AAVE,2022-02-22,132.066,-5.714285714285705
AAVE,2022-02-23,132.366,0.22715914769888546
AAVE,2022-02-24,136.082,2.8073674508559465
AAVE,2022-02-25,124.45,-8.547787363501413
AAVE,2022-02-26,142.571,14.560867818400958
AAVE,2022-02-27,136.555,-4.219651962881644
AAVE,2022-02-28,133.453,-2.2716121709201453
AAVE,2022-03-01,143.057,7.196541104358833
AAVE,2022-03-02,143.043,-0.00978630895376309
AAVE,2022-03-03,138.942,-2.8669700719364144
AAVE,2022-03-04,130.039,-6.407709691813867
AAVE,2022-03-05,124.437,-4.307938387714449
AAVE,2022-03-06,125.137,0.5625336515666657
AAVE,2022-03-07,119.636,-4.395982003723919
AAVE,2022-03-08,117.435,-1.8397472332742582
AAVE,2022-03-09,121.524,3.4819261719248873
AAVE,2022-03-10,126.613,4.187650176096902
AAVE,2022-03-11,119.548,-5.579995735035103
AAVE,2022-03-12,117.223,-1.9448255094188127
AAVE,2022-03-13,120.612,2.8910708649326544
AAVE,2022-03-14,116.223,-3.6389413988657804
AAVE,2022-03-15,117.412,1.0230333066604702
AAVE,2022-03-16,121.536,3.5124178107859505
AAVE,2022-03-17,140.242,15.39132438125328
AAVE,2022-03-18,156.278,11.434520329145336
AAVE,2022-03-19,161.081,3.073369252230007
AAVE,2022-03-20,156.563,-2.8048000695302333
AAVE,2022-03-21,154.077,-1.5878592004496483
AAVE,2022-03-22,155.162,0.7041933578665338
AAVE,2022-03-23,154.777,-0.24812776324101282
AAVE,2022-03-24,154.677,-0.06460908274484867
AAVE,2022-03-25,166.767,7.816288135921967
AAVE,2022-03-26,162.165,-2.75953875766789
AAVE,2022-03-27,162.681,0.31819443159746275
AAVE,2022-03-28,167.35,2.870033992906351
AAVE,2022-03-29,175.788,5.042127278159558
AAVE,2022-03-30,212.206,20.71700002275467
AAVE,2022-03-31,226.868,6.909323958794755
AAVE,2022-04-01,208.562,-8.069009291746731
AAVE,2022-04-02,250.3,20.012274527478645
AAVE,2022-04-03,245.298,-1.9984019176987666
AAVE,2022-04-04,246.074,0.31634990909017446
AAVE,2022-04-05,238.972,-2.8861236863707673
AAVE,2022-04-06,224.122,-6.214117135061848
AAVE,2022-04-07,197.32,-11.958665369753984
AAVE,2022-04-08,201.92,2.3312385972025007
AAVE,2022-04-09,185.874,-7.946711568938191
AAVE,2022-04-10,183.355,-1.3552191269354585
AAVE,2022-04-11,185.437,1.1355021679256172
AAVE,2022-04-12,157.447,-15.09407507671069
AAVE,2022-04-13,163.249,3.685049572237009
AAVE,2022-04-14,175.152,7.291315720157554
AAVE,2022-04-15,172.017,-1.7898739380652229
AAVE,2022-04-16,175.035,1.754477755105599
AAVE,2022-04-17,173.935,-0.6284457394235443
AAVE,2022-04-18,175.535,0.9198838646620855
AAVE,2022-04-19,167.65,-4.49198165607998
AAVE,2022-04-20,180.736,7.805547271100499
AAVE,2022-04-21,187.438,3.708171033994323
AAVE,2022-04-22,174.417,-6.946830418591743
AAVE,2022-04-23,176.235,1.0423295894322226
AAVE,2022-04-24,175.735,-0.2837120889721101
